iata;airport;lat;lon;letra;code_2;aeroway;road;city_district;city;municipality;state_district;state;region;postcode;country;country_code
MGRT;RETALHULEU;14.5208;-91.6972;g;METAR MGRT 122100Z 18006KT 9999 BKN022TCU 31/25 Q1012 A2988 TCU N/NE/NW VOL. SANTA MARIA Y SANTIAGUITO EN ACTIVIDAD =;Aeropuerto de Retalhuleu;11 Calle Zona 4;ASOGUA;Lotificación La Trinidad;Municipio de Retalhuleu;Retalhuleu;Guatemala;gt
SAAR;ROSARIO;-32.9033;-60.7844;g;METAR SAAR 122100Z 02009KT CAVOK 19/13 Q1014=;Aeropuerto Internacional Rosario;Jorge Newbery;Larrea y Empalme Graneros;Distrito Noroeste;Rosario;Municipio de Rosario;Gran Rosario;Departamento Rosario;Santa Fe;S2000;Argentina;ar
SABE;AEROPARQUE JORGE NEWBERY;-34.5592;-58.4156;g;METAR COR SABE 122100Z 33006KT CAVOK 18/13 Q1015=;Aeroparque Jorge Newbery;Avenida de los Ombúes;Palermo;Buenos Aires;Comuna 14;Ciudad Autónoma de Buenos Aires;C1426BTG;Argentina;ar
SACO;AMBROSIO L V TARAVELLA;-31.3236;-64.2078;g;METAR COR SACO 122100Z 01013KT CAVOK 22/03 Q1013=;36;Avenida La Voz del Interior;Córdoba;Municipio de Córdoba;Pedanía Capital;Departamento Capital;Córdoba;X5000;Argentina;ar
SADF;SAN FERNANDO;-34.4531;-58.5894;g;METAR SADF 122100Z 34004KT CAVOK 19/13 Q1015=;Aeropuerto Internacional de San Fernando;Avenida Hipólito Yrigoyen;San Fernando;Partido de San Fernando;Buenos Aires;B1644GPK;Argentina;ar
SAEZ;Aeroporto Internacional Ministro Pistarini;-34.8258;-58.5375;g;METAR COR SAEZ 122100Z 33007KT CAVOK 20/11 Q1014=;11-29;Acceso al Terminal de Exportación Particulares;Aeropuerto Internacional Ezeiza;Partido de Ezeiza;Buenos Aires;B-1802;Argentina;ar
SAME;EL PLUMERILLO;-32.8317;-68.7928;g;METAR SAME 122100Z 05003KT CAVOK 19/06 Q1011=;Aeropuerto Internacional Gobernador Francisco Gabrielli;Junín;Distrito El Plumerillo;Departamento Las Heras;Mendoza;M5539HSQ;Argentina;ar
SANT;TENIENTE BENJAMIN MATIENZO;-26.8408;-65.1047;g;METAR SANT 122100Z 24007KT 6000 NSC 21/13 Q1012=;Teniente General Benjamín Matienzo International Airport;Presidente Juan Domingo Perón;Municipio de Delfín Gallo;Departamento Cruz Alta;Tucumán;T4178;Argentina;ar
SARC;CORRIENTES;-27.4453;-58.7617;g;METAR COR SARC 122100Z 05004KT CAVOK 20/13 Q1018=;Aeropuerto Internacional Doctor Fernando Piragine Niveyro;Autovia Islas Malvinas Ruta Nacional 12;B° 250 viv. Piragine Niveyro;Corrientes;Departamento Capital;Corrientes;800;Argentina;ar
SARE;RESISTENCIA;-27.4497;-59.0561;g;METAR COR SARE 122100Z 07006KT CAVOK 20/13 Q1018=;Aeropuerto Internacional Resistencia;Pasaje Tapir;Carpincho Macho;Resistencia;Municipio de Resistencia;Departamento San Fernando;Chaco;Argentina;ar
SARF;FORMOSA;-26.2125;-58.2281;g;METAR COR SARF 122100Z 14003KT CAVOK 19/16 Q1018=;Aeropuerto Internacional de Formosa;Autopista RN11;Villa del Carmen;Formosa;Villa del Carmen;Municipio de Villa del Carmen;Departamento Formosa;Formosa;P3601;Argentina;ar
SARI;CATARATAS DEL IGUAZU;-25.7375;-54.4731;g;METAR COR SARI 122100Z 00000KT CAVOK 19/11 Q1019=;Aeropuerto Internacional Cataratas del Iguazú;Acceso Aeropuerto Iguazú;Municipio de Puerto Iguazú;Departamento Iguazú;Misiones;Argentina;ar
SARL;PASO DE LOS LIBRES;-29.6892;-57.1519;g;METAR COR SARL 122100Z 02003KT 5000 FU NSC 18/14 Q1019=;Aeropuerto Paso De Los Libres;Avenida Arturo Frondizi;B 60 viv;50 VIV G1,2,3,4;Municipio de Paso de los Libres;Departamento Paso de los Libres;Corrientes;W3230FLP;Argentina;ar
SARP;POSADAS;-27.3858;-55.9706;g;METAR COR SARP 122100Z 09002KT CAVOK 19/10 Q1020=;Aeropuerto Internacional de Posadas Libertador General José de San Martín;Avenida Ulises López;Centro de Integración Territorial Villa Cabello;Municipio de Posadas;Departamento Capital;Misiones;3300;Argentina;ar
SASA;SALTA;-24.8558;-65.4861;g;METAR COR SASA 122100Z 05008KT CAVOK 18/07 Q1017=;Aeropuerto Internacional de Salta Martín Miguel de Güemes;Clara Tránsito Juárez de Villarreal;Villa Rebeca;San Luis;Municipio de Salta;Capital;Salta;Argentina;ar
SASJ;JUJUY;-24.3928;-65.0978;g;METAR COR SASJ 122100Z 05006KT CAVOK 19/11 Q1017=;Aeropuerto Internacional Gobernador Horacio Guzmán;Manuel Dorrego;Eva Perón;Perico;Municipio de Perico;Departamento El Carmen;Jujuy;Y4610;Argentina;ar
SAVC;COMODORO RIVADAVIA;-45.785;-67.4656;g;METAR COR SAVC 122100Z 27015KT CAVOK 11/M01 Q1007=;Aeropuerto Internacional General Enrique Mosconi;Avenida 8 Diciembre;40 Viviendas;Standard Norte;Standard Norte;Municipio de Comodoro Rivadavia;Departamento Escalante;Chubut;9005;Argentina;ar
SAWE;RIO GRANDE;-53.7775;-67.7492;g;METAR SAWE 122100Z 25014KT CAVOK 04/02 Q0991=;08/25;Base Marambio;Chacra IV;Río Grande;Departamento Río Grande;Tierra del Fuego;9420;Argentina;ar
SAWG;RIO GALLEGOS;-51.6086;-69.3125;g;METAR SAWG 122100Z 27017KT CAVOK 04/M00 Q0998=;Hangar;Acceso Directo;Municipio de Río Gallegos;Güer Aike;Santa Cruz;Z9400;Argentina;ar
SAWH;USHUAIA MALVINAS ARGENTINAS;-54.8431;-68.2956;g;METAR SAWH 122100Z 27010KT 9999 SCT035 05/01 Q0990=;Ushuaia;Municipio de Ushuaia;Departamento Ushuaia;Tierra del Fuego;Argentina;ar
SAZM;MAR DEL PLATA;-37.9342;-57.5733;g;METAR SAZM 122100Z 32010KT CAVOK 16/12 Q1010=;Aeropuerto Internacional Astor Piazolla;Vicente A. Almonacid;La Florida;Mar del Plata;Partido de General Pueyrredón;Buenos Aires;7600;Argentina;ar
SAZN;PRESIDENTE PERON;-38.9489;-68.1556;g;METAR COR SAZN 122100Z 25005G15KT CAVOK 24/09 Q1008=;Aeropuerto Internacional Presidente Juan Domingo Perón;Barbado;Valentina Norte Urbana;Neuquén;Municipio de Neuquén;Departamento Confluencia;Neuquén;Q8304ACG;Argentina;ar
SAZS;SAN CARLOS DE BARILOCHE;-41.1511;-71.1575;g;METAR COR SAZS 122100Z 31013KT 9000 VCSH FEW025 BKN042 11/07 Q1008=;Aeropuerto Internacional Teniente Luis Candelaria;Ruta Provincial 80;Municipio de San Carlos de Bariloche;Departamento Bariloche;Río Negro;Argentina;ar
SBAA;Aeroporto de Conceição do Araguaia;-8.34833;-49.3014;g;METAR SBAA 122100Z AUTO /////KT ///V/// CAVOK 30/20 Q1010=;Aeroporto de Conceição do Araguaia - Bendito Roque;PA-447;Cruzeiro;Conceição do Araguaia;Conceição do Araguaia;Microrregião de Conceição do Araguaia;Região Geográfica Intermediária de Redenção;Pará;Região Norte;Brasil;br
SBAC;Aeroporto Dragão do Mar;-4.56861;-37.8047;g;METAR SBAC 122100Z 03007KT CAVOK 27/24 Q1012=;Aeroporto de Aracati - Dragão do Mar;Rua Tales de Mileto;Aracati;Região Geográfica Imediata de Aracati;Região Geográfica Intermediária de Quixadá;Ceará;Região Nordeste;62800-000;Brasil;br
SBAE;Aeroporto Internacional Bauru-Arealva / Moussa Nak;-22.1585;-49.0735;g;METAR SBAE 122100Z 18003KT CAVOK 21/11 Q1019=;Aeroporto de Bauru-Arealva;BRW-312;Bauru;Bauru;Região Imediata de Bauru;Região Geográfica Intermediária de Bauru;São Paulo;Região Sudeste;Brasil;br
SBAF;Base Aérea dos Afonsos / BAAF;-22.875;-43.3844;g;METAR SBAF 122100Z 24007KT 9999 FEW030 21/15 Q1018=;Base Aérea dos Afonsos;Rua Marina;Bento Ribeiro;Zona Norte do Rio de Janeiro;Rio de Janeiro;Região Geográfica Imediata do Rio de Janeiro;Região Metropolitana do Rio de Janeiro;Região Geográfica Intermediária do Rio de Janeiro;Rio de Janeiro;Região Sudeste;21331-720;Brasil;br
SBAN;Base Aérea de Anápolis / BAAN;-16.2283;-48.965;g;METAR SBAN 122100Z 21005KT 9999 FEW045 SCT060 23/14 Q1019=;Base Aérea de Anápolis;Rua Sd-002;Bairro Santos Dumont;Anápolis;Região Geográfica Imediata de Anápolis;Região Geográfica Intermediária de Goiânia;Goiás;Região Centro-Oeste;75073255;Brasil;br
SBAR;Aeroporto de Santa Maria;-10.9839;-37.0703;g;METAR SBAR 122100Z 11005KT CAVOK 26/21 Q1013=;Aeroporto de Aracaju;Avenida Senador Júlio Cesár Leite;Recanto da Paz;Aeroporto;Aracaju;Aracaju;Região Geográfica Imediata de Aracaju;Região Geográfica Intermediária de Aracaju;Sergipe;Região Nordeste;49037-580;Brasil;br
